genus_taxon	cleaned_SRR35556007_1	cleaned_SRR35556007_2	cleaned_SRR35556008_1	cleaned_SRR35556008_2	cleaned_SRR35556009_1	cleaned_SRR35556009_2	cleaned_SRR35939735_1	cleaned_SRR35939735_2	cleaned_SRR35939736_1	cleaned_SRR35939736_2	cleaned_SRR35939737_1	cleaned_SRR35939737_2	cleaned_SRR35939738_1	cleaned_SRR35939738_2	cleaned_SRR35939739_1	cleaned_SRR35939739_2	cleaned_SRR35939740_1	cleaned_SRR35939740_2	zclean_wastewater
Pandoraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea	2	2	5	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4
Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia	3	2	13	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5
Paracoccus	19	19	544	493	28	27	0	0	0	0	0	0	0	0	0	0	0	0	38
Paragemmobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parageobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pararhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paroceanicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pasteurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelagovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peribacillus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Persicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peteryoungia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pettyvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phaeobacter	1	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Phenylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Photobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phyllobacterium	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Phytobacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigmentiphaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piscesmortuivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piscinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plesiomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Polybotosvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Popoffvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella	0	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0
Priestia	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Przondovirus	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudidiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas	0	0	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolactococcus	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	166	151	120	110	248	245	9	15	0	0	0	0	1	2	0	0	0	0	337
Pseudooceanicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudophaeobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudosulfitobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pusillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qipengyuania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Radiobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella	0	0	1	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia	7	8	21	16	22	18	1	0	0	0	0	0	0	0	0	0	2	2	16
Raoultella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rathayibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reipivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium	13	15	26	28	16	15	0	0	0	0	0	0	0	0	0	0	0	0	27
Rhizorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodanobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus	2	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3
Rhodoferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodovastum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodovulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riemerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robbsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseateles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseicitreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseinatronobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseovarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sagittula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salarchaeum	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Salinivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salipiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella	1	3	8	12	14	17	0	0	0	0	0	0	0	0	0	0	0	0	4
Salvovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebaldella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Segatella	23	21	34	29	23	22	39	30	0	0	0	0	0	5	0	0	0	0	46
Senquatrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Septimatrevirus	4	3	3	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	7
Serratia	4	2	9	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	7
Sharonstreetvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenzhenvirus	1	0	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	0	1
Shewanella	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shigella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shinella	0	1	11	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Simplexvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simplicispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium	3	2	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Skermanella	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Sorangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas	3	4	3	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	7
Sphingopyxis	0	0	184	154	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spongiactinospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	0	0	4	3	5	5	20	0	0	0	0	0	0	0	0	0	3	149	0
Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sterolibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	17	13	170	151	109	108	0	0	0	0	0	0	416	1	0	0	0	0	31
Streptomyces	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stutzerimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sukhumvitvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfitobacter	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sulfuricystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuriferula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tabrizicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taranisvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tardibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teetrevirus	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tequatrovirus	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrirhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermococcus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioclava	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiodictyon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiothrix	10	10	1480	1391	1	2	0	0	0	0	0	0	0	0	0	0	0	0	24
Tistrella	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toutatisvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triduovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tritonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uetakevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vagococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax	48	44	28	29	32	27	0	0	0	0	0	0	0	0	0	0	0	0	92
Vequintavirus	1	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1
Verminephrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vescimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio	0	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Vimunumvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitreoscilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wadgaonvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Webervirus	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas	18	19	17	17	25	21	0	0	0	0	0	0	0	0	0	0	0	0	38
Xenorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xooduovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yersinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yuavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zicotriavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zymomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
